evaluation_id,purpose,CHI_C10_SIDE_S_H,CHI_C8_SIDE_S_H,PHI_C7_C10,PHI_C7_H11,PHI_C7_S,PHI_HC_H11,PHI_S_HC,PSI_C2_C9,PSI_C6_C9,PSI_C6_HC,profile_objective,regularization,objective
EVAL_00001,prefit_sensitivity_base,0.4731632226729102,0.4731632226729102,0.0,0.0,0.0,0.0,0.0,1.5619179357337627,1.5619179357337627,1.5619179357337627,0.3724997680759783,0.0,0.3724997680759783
EVAL_00002,prefit_sensitivity_plus,0.4731632226729102,0.48316322267291023,0.0,0.0,0.0,0.0,0.0,1.5619179357337627,1.5619179357337627,1.5619179357337627,0.37265667911035855,4.0000000000000074e-06,0.37266067911035855
EVAL_00003,prefit_sensitivity_minus,0.4731632226729102,0.4631632226729102,0.0,0.0,0.0,0.0,0.0,1.5619179357337627,1.5619179357337627,1.5619179357337627,0.37244043499062524,4.0000000000000074e-06,0.37244443499062524
EVAL_00004,prefit_sensitivity_plus,0.48316322267291023,0.4731632226729102,0.0,0.0,0.0,0.0,0.0,1.5619179357337627,1.5619179357337627,1.5619179357337627,0.37273620199639096,4.0000000000000074e-06,0.37274020199639096
EVAL_00005,prefit_sensitivity_minus,0.4631632226729102,0.4731632226729102,0.0,0.0,0.0,0.0,0.0,1.5619179357337627,1.5619179357337627,1.5619179357337627,0.37235714768213724,4.0000000000000074e-06,0.37236114768213724
EVAL_00006,prefit_sensitivity_plus,0.4731632226729102,0.4731632226729102,0.01,0.0,0.0,0.0,0.0,1.5619179357337627,1.5619179357337627,1.5619179357337627,0.37314831921991204,4.000000000000001e-06,0.37315231921991204
EVAL_00007,prefit_sensitivity_plus,0.4731632226729102,0.4731632226729102,0.0,0.0,0.01,0.0,0.0,1.5619179357337627,1.5619179357337627,1.5619179357337627,0.37367353400500797,4.000000000000001e-06,0.37367753400500797
EVAL_00008,prefit_sensitivity_plus,0.4731632226729102,0.4731632226729102,0.0,0.01,0.0,0.0,0.0,1.5619179357337627,1.5619179357337627,1.5619179357337627,0.3733998137465638,4.000000000000001e-06,0.3734038137465638
EVAL_00009,prefit_sensitivity_plus,0.4731632226729102,0.4731632226729102,0.0,0.0,0.0,0.0,0.01,1.5619179357337627,1.5619179357337627,1.5619179357337627,0.375231176819318,4.000000000000001e-06,0.375235176819318
EVAL_00010,prefit_sensitivity_plus,0.4731632226729102,0.4731632226729102,0.0,0.0,0.0,0.01,0.0,1.5619179357337627,1.5619179357337627,1.5619179357337627,0.37455078890285803,4.000000000000001e-06,0.37455478890285804
EVAL_00011,prefit_sensitivity_plus,0.4731632226729102,0.4731632226729102,0.0,0.0,0.0,0.0,0.0,1.5719179357337627,1.5619179357337627,1.5619179357337627,0.3729533464905443,4.0000000000000074e-06,0.3729573464905443
EVAL_00012,prefit_sensitivity_minus,0.4731632226729102,0.4731632226729102,0.0,0.0,0.0,0.0,0.0,1.5519179357337627,1.5619179357337627,1.5619179357337627,0.37211303366507265,4.0000000000000074e-06,0.37211703366507265
EVAL_00013,prefit_sensitivity_plus,0.4731632226729102,0.4731632226729102,0.0,0.0,0.0,0.0,0.0,1.5619179357337627,1.5719179357337627,1.5619179357337627,0.3729856208325919,4.0000000000000074e-06,0.3729896208325919
EVAL_00014,prefit_sensitivity_minus,0.4731632226729102,0.4731632226729102,0.0,0.0,0.0,0.0,0.0,1.5619179357337627,1.5519179357337627,1.5619179357337627,0.37207091153287625,4.0000000000000074e-06,0.37207491153287625
EVAL_00015,prefit_sensitivity_plus,0.4731632226729102,0.4731632226729102,0.0,0.0,0.0,0.0,0.0,1.5619179357337627,1.5619179357337627,1.5719179357337627,0.37224237055639486,4.0000000000000074e-06,0.37224637055639487
EVAL_00016,prefit_sensitivity_minus,0.4731632226729102,0.4731632226729102,0.0,0.0,0.0,0.0,0.0,1.5619179357337627,1.5619179357337627,1.5519179357337627,0.37279241833186666,4.0000000000000074e-06,0.37279641833186666
EVAL_00017,optimization,0.4731632226729102,0.4751632226729102,0.0,0.0,0.0,0.0,0.0,1.5619179357337627,1.5619179357337627,1.5619179357337627,0.37252372338832745,1.600000000000003e-07,0.3725238833883275
EVAL_00018,optimization,0.4751632226729102,0.4731632226729102,0.0,0.0,0.0,0.0,0.0,1.5619179357337627,1.5619179357337627,1.5619179357337627,0.3725406304425258,1.600000000000003e-07,0.3725407904425258
EVAL_00019,optimization,0.4731632226729102,0.4731632226729102,0.002,0.0,0.0,0.0,0.0,1.5619179357337627,1.5619179357337627,1.5619179357337627,0.37262480942725285,1.6e-07,0.3726249694272529
EVAL_00020,optimization,0.4731632226729102,0.4731632226729102,0.0,0.0,0.002,0.0,0.0,1.5619179357337627,1.5619179357337627,1.5619179357337627,0.37272596100117034,1.6e-07,0.37272612100117036
EVAL_00021,optimization,0.4731632226729102,0.4731632226729102,0.0,0.002,0.0,0.0,0.0,1.5619179357337627,1.5619179357337627,1.5619179357337627,0.37267391321584964,1.6e-07,0.37267407321584967
EVAL_00022,optimization,0.4731632226729102,0.4731632226729102,0.0,0.0,0.0,0.0,0.002,1.5619179357337627,1.5619179357337627,1.5619179357337627,0.3730192671916149,1.6e-07,0.3730194271916149
EVAL_00023,optimization,0.4731632226729102,0.4731632226729102,0.0,0.0,0.0,0.002,0.0,1.5619179357337627,1.5619179357337627,1.5619179357337627,0.3728910963235015,1.6e-07,0.3728912563235015
EVAL_00024,optimization,0.4731632226729102,0.4731632226729102,0.0,0.0,0.0,0.0,0.0,1.5639179357337627,1.5619179357337627,1.5619179357337627,0.37258708268752083,1.600000000000003e-07,0.37258724268752086
EVAL_00025,optimization,0.4731632226729102,0.4731632226729102,0.0,0.0,0.0,0.0,0.0,1.5619179357337627,1.5639179357337627,1.5619179357337627,0.3725922065416687,1.600000000000003e-07,0.3725923665416687
EVAL_00026,optimization,0.4731632226729102,0.4731632226729102,0.0,0.0,0.0,0.0,0.0,1.5619179357337627,1.5619179357337627,1.5639179357337627,0.3724461438313745,1.600000000000003e-07,0.3724463038313745
EVAL_00027,optimization,0.4526520393991521,0.4611055664983136,0.0,0.0,0.0,0.0,0.0,1.5181806299624774,1.5156187028885477,1.588650058035655,0.36752720965654423,0.00021349091810656627,0.3677407005746508
EVAL_00028,optimization,0.4526520393991521,0.4631055664983136,0.0,0.0,0.0,0.0,0.0,1.5181806299624774,1.5156187028885477,1.588650058035655,0.36688418790335503,0.0002117216931186308,0.36709590959647365
EVAL_00029,optimization,0.4546520393991521,0.4611055664983136,0.0,0.0,0.0,0.0,0.0,1.5181806299624774,1.5156187028885477,1.588650058035655,0.3668912023413466,0.00021036912878276496,0.36710157147012934
EVAL_00030,optimization,0.4526520393991521,0.4611055664983136,0.002,0.0,0.0,0.0,0.0,1.5181806299624774,1.5156187028885477,1.588650058035655,0.3675734796352754,0.00021365091810656624,0.36778713055338197
EVAL_00031,optimization,0.4526520393991521,0.4611055664983136,0.0,0.0,0.002,0.0,0.0,1.5181806299624774,1.5156187028885477,1.588650058035655,0.36765079769999703,0.00021365091810656624,0.3678644486181036
EVAL_00032,optimization,0.4526520393991521,0.4611055664983136,0.0,0.002,0.0,0.0,0.0,1.5181806299624774,1.5156187028885477,1.588650058035655,0.3676188132495693,0.00021365091810656624,0.36783246416767584
EVAL_00033,optimization,0.4526520393991521,0.4611055664983136,0.0,0.0,0.0,0.0,0.002,1.5181806299624774,1.5156187028885477,1.588650058035655,0.36784332965161076,0.00021365091810656624,0.3680569805697173
EVAL_00034,optimization,0.4526520393991521,0.4611055664983136,0.0,0.0,0.0,0.002,0.0,1.5181806299624774,1.5156187028885477,1.588650058035655,0.3677641314906655,0.00021365091810656624,0.36797778240877205
EVAL_00035,optimization,0.4526520393991521,0.4611055664983136,0.0,0.0,0.0,0.0,0.0,1.5201806299624774,1.5156187028885477,1.588650058035655,0.36749463413673444,0.0002066529491831606,0.3677012870859176
EVAL_00036,optimization,0.4526520393991521,0.4611055664983136,0.0,0.0,0.0,0.0,0.0,1.5181806299624774,1.5176187028885477,1.588650058035655,0.367510507974117,0.00020624304085133186,0.3677167510149683
EVAL_00037,optimization,0.4526520393991521,0.4611055664983136,0.0,0.0,0.0,0.0,0.0,1.5181806299624774,1.5156187028885477,1.590650058035655,0.36755705040597514,0.00021792805767486902,0.36777497846365
EVAL_00038,optimization,0.4669620621348641,0.4695178229583604,0.0,0.0,0.0,0.0,0.0,1.5486948051630194,1.54792025593979,1.5699998771656256,0.3712943376718902,1.9513893204441645e-05,0.3713138515650946
EVAL_00039,optimization,0.4669620621348641,0.4715178229583604,0.0,0.0,0.0,0.0,0.0,1.5486948051630194,1.54792025593979,1.5699998771656256,0.3713008510746884,1.9090629250113677e-05,0.3713199417039385
EVAL_00040,optimization,0.4689620621348641,0.4695178229583604,0.0,0.0,0.0,0.0,0.0,1.5486948051630194,1.54792025593979,1.5699998771656256,0.3713155750386094,1.868170751835426e-05,0.37133425674612774
EVAL_00041,optimization,0.4669620621348641,0.4695178229583604,0.002,0.0,0.0,0.0,0.0,1.5486948051630194,1.54792025593979,1.5699998771656256,0.3713864791559023,1.9673893204441643e-05,0.37140615304910674
EVAL_00042,optimization,0.4669620621348641,0.4695178229583604,0.0,0.0,0.002,0.0,0.0,1.5486948051630194,1.54792025593979,1.5699998771656256,0.37147908689183934,1.9673893204441643e-05,0.3714987607850438
EVAL_00043,optimization,0.4669620621348641,0.4695178229583604,0.0,0.002,0.0,0.0,0.0,1.5486948051630194,1.54792025593979,1.5699998771656256,0.37143159753092864,1.9673893204441643e-05,0.3714512714241331
EVAL_00044,optimization,0.4669620621348641,0.4695178229583604,0.0,0.0,0.0,0.0,0.002,1.5486948051630194,1.54792025593979,1.5699998771656256,0.3717282391040324,1.9673893204441643e-05,0.37174791299723686
EVAL_00045,optimization,0.4669620621348641,0.4695178229583604,0.0,0.0,0.0,0.002,0.0,1.5486948051630194,1.54792025593979,1.5699998771656256,0.3716140320144021,1.9673893204441643e-05,0.3716337059076065
EVAL_00046,optimization,0.4669620621348641,0.4695178229583604,0.0,0.0,0.0,0.0,0.0,1.5506948051630194,1.54792025593979,1.5699998771656256,0.37134313264730284,1.7558192313122712e-05,0.371360690839616
EVAL_00047,optimization,0.4669620621348641,0.4695178229583604,0.0,0.0,0.0,0.0,0.0,1.5486948051630194,1.54992025593979,1.5699998771656256,0.37135222984285904,1.743426443740601e-05,0.37136966410729644
EVAL_00048,optimization,0.4669620621348641,0.4695178229583604,0.0,0.0,0.0,0.0,0.0,1.5486948051630194,1.54792025593979,1.5719998771656256,0.37126663244424135,2.0967003833539715e-05,0.3712875994480749
EVAL_00049,optimization,0.45975411707032976,0.4661831873635396,0.0,0.0,0.0,0.0,0.0,1.5328161583366917,1.5301593115977452,1.5793417035871395,0.36666614812935644,9.550545387484353e-05,0.36676165358323126
EVAL_00050,optimization,0.45975411707032976,0.4681831873635396,0.0,0.0,0.0,0.0,0.0,1.5328161583366917,1.5301593115977452,1.5793417035871395,0.36665192341648917,9.454864822534423e-05,0.3667464720647145
EVAL_00051,optimization,0.46175411707032976,0.4661831873635396,0.0,0.0,0.0,0.0,0.0,1.5328161583366917,1.5301593115977452,1.5793417035871395,0.36666461114148113,9.351999697843065e-05,0.36675813113845956
EVAL_00052,optimization,0.45975411707032976,0.4661831873635396,0.002,0.0,0.0,0.0,0.0,1.5328161583366917,1.5301593115977452,1.5793417035871395,0.3667460073909658,9.566545387484352e-05,0.36684167284484065
EVAL_00053,optimization,0.45975411707032976,0.4661831873635396,0.0,0.0,0.002,0.0,0.0,1.5328161583366917,1.5301593115977452,1.5793417035871395,0.3668351255924717,9.566545387484352e-05,0.36693079104634657
EVAL_00054,optimization,0.45975411707032976,0.4661831873635396,0.0,0.002,0.0,0.0,0.0,1.5328161583366917,1.5301593115977452,1.5793417035871395,0.3667959048751348,9.566545387484352e-05,0.36689157032900965
EVAL_00055,optimization,0.45975411707032976,0.4661831873635396,0.0,0.0,0.0,0.0,0.002,1.5328161583366917,1.5301593115977452,1.5793417035871395,0.3670721869839015,9.566545387484352e-05,0.36716785243777633
EVAL_00056,optimization,0.45975411707032976,0.4661831873635396,0.0,0.0,0.0,0.002,0.0,1.5328161583366917,1.5301593115977452,1.5793417035871395,0.3669688121118806,9.566545387484352e-05,0.36706447756575544
EVAL_00057,optimization,0.45975411707032976,0.4661831873635396,0.0,0.0,0.0,0.0,0.0,1.5348161583366917,1.5301593115977452,1.5793417035871395,0.36667799683095975,9.100916949131218e-05,0.36676900600045104
EVAL_00058,optimization,0.45975411707032976,0.4661831873635396,0.0,0.0,0.0,0.0,0.0,1.5328161583366917,1.5321593115977452,1.5793417035871395,0.3666889263038846,9.058407401308072e-05,0.3667795103778977
EVAL_00059,optimization,0.45975411707032976,0.4661831873635396,0.0,0.0,0.0,0.0,0.0,1.5328161583366917,1.5301593115977452,1.5813417035871395,0.3666595385951325,9.845325673138382e-05,0.36675799185186386
EVAL_00060,optimization,0.46025826693783156,0.47094096472146424,0.0,0.0,0.0,0.0,0.0,1.5287267347720497,1.5224560191685919,1.5816213912163273,0.36659347615578053,0.0001287440460463133,0.3667222202018268
EVAL_00061,optimization,0.46025826693783156,0.47294096472146424,0.0,0.0,0.0,0.0,0.0,1.5287267347720497,1.5224560191685919,1.5816213912163273,0.36660249406742745,0.00012854848477408196,0.3667310425522015
EVAL_00062,optimization,0.46225826693783156,0.47094096472146424,0.0,0.0,0.0,0.0,0.0,1.5287267347720497,1.5224560191685919,1.5816213912163273,0.366603223195242,0.00012683925312870074,0.3667300624483707
EVAL_00063,optimization,0.46025826693783156,0.47094096472146424,0.002,0.0,0.0,0.0,0.0,1.5287267347720497,1.5224560191685919,1.5816213912163273,0.36666004709625616,0.0001289040460463133,0.3667889511423025
EVAL_00064,optimization,0.46025826693783156,0.47094096472146424,0.0,0.0,0.002,0.0,0.0,1.5287267347720497,1.5224560191685919,1.5816213912163273,0.3667470183163662,0.0001289040460463133,0.3668759223624125
EVAL_00065,optimization,0.46025826693783156,0.47094096472146424,0.0,0.002,0.0,0.0,0.0,1.5287267347720497,1.5224560191685919,1.5816213912163273,0.36670747359581074,0.0001289040460463133,0.36683637764185706
EVAL_00066,optimization,0.46025826693783156,0.47094096472146424,0.0,0.0,0.0,0.0,0.002,1.5287267347720497,1.5224560191685919,1.5816213912163273,0.3669671340496124,0.0001289040460463133,0.3670960380956587
EVAL_00067,optimization,0.46025826693783156,0.47094096472146424,0.0,0.0,0.0,0.002,0.0,1.5287267347720497,1.5224560191685919,1.5816213912163273,0.36687305209237603,0.0001289040460463133,0.36700195613842235
EVAL_00068,optimization,0.46025826693783156,0.47094096472146424,0.0,0.0,0.0,0.0,0.0,1.5307267347720497,1.5224560191685919,1.5816213912163273,0.366586322020332,0.00012359345389243923,0.36670991547422443
EVAL_00069,optimization,0.46025826693783156,0.47094096472146424,0.0,0.0,0.0,0.0,0.0,1.5287267347720497,1.5244560191685919,1.5816213912163273,0.36660418742000433,0.00012259013939588598,0.3667267775594002
EVAL_00070,optimization,0.46025826693783156,0.47094096472146424,0.0,0.0,0.0,0.0,0.0,1.5287267347720497,1.5224560191685919,1.5836213912163273,0.36660060898752306,0.00013205659892352365,0.36673266558644657
EVAL_00071,optimization,0.45970821305258397,0.4698034958544014,0.0,0.0,0.0,0.0,0.0,1.5301287862814097,1.5231542908028473,1.5805898940598524,0.3665911492711311,0.00012216549068573727,0.36671331476181684
EVAL_00072,optimization,0.45970821305258397,0.4718034958544014,0.0,0.0,0.0,0.0,0.0,1.5301287862814097,1.5231542908028473,1.5805898940598524,0.3665856694722969,0.00012178793439477585,0.3667074574066917
EVAL_00073,optimization,0.46170821305258397,0.4698034958544014,0.0,0.0,0.0,0.0,0.0,1.5301287862814097,1.5231542908028473,1.5805898940598524,0.36659774551778557,0.00012017268914648506,0.36671791820693206
EVAL_00074,optimization,0.45970821305258397,0.4698034958544014,0.002,0.0,0.0,0.0,0.0,1.5301287862814097,1.5231542908028473,1.5805898940598524,0.3666595355260449,0.00012232549068573727,0.36678186101673066
EVAL_00075,optimization,0.45970821305258397,0.4698034958544014,0.0,0.0,0.002,0.0,0.0,1.5301287862814097,1.5231542908028473,1.5805898940598524,0.36674641811301667,0.00012232549068573727,0.3668687436037024
EVAL_00076,optimization,0.45970821305258397,0.4698034958544014,0.0,0.002,0.0,0.0,0.0,1.5301287862814097,1.5231542908028473,1.5805898940598524,0.36670392710751293,0.00012232549068573727,0.3668262525981987
