torsion_instance,chemical_class_id,parent_parameter,one_four_pair,one_four_atom_names,charge_i_e,charge_l_e,scee,scan_axis,angle_degrees,qm_relative_kcal_mol,distance_angstrom,pair_eel14_kcal_mol
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,CHI,150,3.292878201783699,2.9354020701668455,2.024305580622897
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,CHI,165,2.5316328285396272,2.806816893886752,2.1170425491426803
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PHI,-180,12.297421019351964,3.3420793298245304,1.777980175091395
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PHI,-165,12.017065696114134,3.349686073674074,1.7739425908330428
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PHI,-150,12.14534987811232,3.345869033914141,1.7759663429083377
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PHI,-135,12.088672339648122,3.3349415081863136,1.7817856107594374
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PHI,-120,9.406090467076242,3.3214750396085666,1.7890096180614465
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PHI,-105,5.389702277432289,3.3191417001400647,1.7902672825809143
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PHI,-90,1.8840517384563273,3.3291857343903932,1.7848661102408625
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PHI,-75,0.0,3.3456851371634992,1.7760639595178873
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PHI,-60,1.1679589391511374,3.3663640268569988,1.7651539597631192
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PHI,-45,5.348395421266241,2.76124254866904,2.151984364747296
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PHI,-30,12.61886348886727,2.8201787540492256,2.107012111724827
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PHI,-15,24.120153734931876,2.877541422400317,2.0650096453013256
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PHI,0,39.62646469177788,2.927466597444881,2.0297928581651834
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PHI,105,36.46525443667219,2.9244305106538397,2.0319001495721
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PHI,120,25.91194918747669,3.1013180851755267,1.9160081709820613
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PHI,135,18.085910819557824,3.1976857343193483,1.8582660354131335
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PHI,150,13.569233322541978,3.27149384722314,1.8163417293462056
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PHI,165,12.21349737743903,3.317307348341602,1.7912572360777388
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PSI,-105,32.011747071349355,3.371836369132285,1.7622891924437944
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PSI,-90,14.696882575166297,3.3669946524794496,1.7648233529670028
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PSI,-75,4.330868332829533,3.3609905615980815,1.7679760425109257
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PSI,-60,0.0,3.3558255227256626,1.770697180699796
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PSI,-45,0.19638589416353,3.3526945484706427,1.7723507781886385
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PSI,-30,3.0779934750218234,3.3517282405324793,1.772861749396108
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PSI,-15,6.97513939178259,3.3519197932074225,1.7727604353935804
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PSI,0,10.412722960962697,3.351845777531053,1.7727995816047653
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PSI,15,11.945479233545104,3.3489662621403027,1.774323873962576
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PSI,30,11.696853683615846,3.351924399142012,1.7727579994142337
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PSI,45,12.409782605194598,3.355902485861894,1.770656572127611
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PSI,60,15.683428081132595,3.3609948821875806,1.7679737697616384
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PSI,75,23.207234060776265,3.3692818080015807,1.763625345288411
36-9-25-55,CHI_H11_S_H,LOCAL_TYPE_30,36-55,H11-H30,0.12464899985182991,0.1722720002414624,1.2,PSI,90,36.77978373595889,3.3774022619814597,1.7593849743336762
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,-180,1.8361875979134048,2.9722247576762193,0.929634658518042
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,-165,1.4130028718141248,2.9742343821415984,0.9290065249167226
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,-150,1.3982414847839755,2.975361356610779,0.9286546460993961
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,-135,1.7201805587324959,2.9747512937473286,0.9288450948652297
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,-120,2.1004462123625456,2.9723795472392127,0.9295862468868056
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,-105,2.282405294363951,2.9699477981082567,0.9303473782943864
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,-90,2.191846518770847,2.968846729457351,0.9306924201325278
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,-75,1.9493375527533943,2.969522852093556,0.9304805132895977
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,-60,1.7582771045303314,2.9713576304211147,0.9299059525357791
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,-45,1.7517423921353694,2.9731351184089636,0.9293500085256239
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,-30,1.8731815879809242,2.9740161926424133,0.9290746817307013
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,-15,1.8830474967830666,2.973033266356901,0.9293818467853985
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,0,1.53761834092137,2.970080863872975,0.930305696807915
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,15,0.8500053424677801,2.9672317260274754,0.931198976946911
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,30,0.1979165005694423,2.9662697221090495,0.9315009781634491
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,45,0.0,2.9676453937355998,0.9310691747315203
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,60,0.32618472333560894,2.970228129712011,0.9302595716474837
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,75,1.0408015037026501,2.973069696496382,0.929370458720615
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,90,2.0223598887749024,2.9748790980901507,0.9288051905756708
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,105,3.0480034924252344,2.974776673194684,0.9288371703795367
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,120,3.7373350122694022,2.9728572705488663,0.9294368670215593
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,135,3.8030037733710786,2.969990747968187,0.930333924282918
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,150,3.292878201783699,2.968692477389632,0.9307407785365421
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,CHI,165,2.5316328285396272,2.969888055963026,0.9303660931237475
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PHI,-180,12.297421019351964,3.062179449903868,0.9023256777874152
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PHI,-165,12.017065696114134,3.045398526029894,0.9072977227854874
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PHI,-150,12.14534987811232,3.036866381699641,0.9098467961223863
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PHI,-135,12.088672339648122,3.034986075986177,0.9104104857362076
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PHI,-120,9.406090467076242,3.03112259772165,0.9115708977650986
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PHI,-105,5.389702277432289,3.0136012087494426,0.916870865202434
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PHI,-90,1.8840517384563273,2.992700054144097,0.9232743334284582
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PHI,-75,0.0,2.9749595912903284,0.9287800599815109
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PHI,-60,1.1679589391511374,2.964938341362674,0.9319192608812567
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PHI,-45,5.348395421266241,2.9707800813873373,0.9300867354512685
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PHI,-30,12.61886348886727,2.9831424286055217,0.9262323921063378
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PHI,-15,24.120153734931876,2.9968324493620035,0.9220012110551712
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PHI,0,39.62646469177788,3.005149567033923,0.9194494603369642
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PHI,105,36.46525443667219,3.0826565063344025,0.8963318300185167
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PHI,120,25.91194918747669,3.082809166360332,0.896287443865165
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PHI,135,18.085910819557824,3.0736692773726917,0.898952651797017
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PHI,150,13.569233322541978,3.0635039918754376,0.9019355466710779
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PHI,165,12.21349737743903,3.0661135810432425,0.9011679034737733
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PSI,-105,32.011747071349355,2.681701312370435,1.0303470915628672
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PSI,-90,14.696882575166297,2.7862818878725517,0.9916739435689105
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PSI,-75,4.330868332829533,2.8801040489201455,0.9593692105245925
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PSI,-60,0.0,2.94922981077087,0.936882957560702
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PSI,-45,0.19638589416353,2.9881574106103703,0.9246779094802794
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PSI,-30,3.0779934750218234,2.9993942421283237,0.9212137267025494
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PSI,-15,6.97513939178259,2.993446867800921,0.9230439923161385
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PSI,0,10.412722960962697,2.9851823918721667,0.9255994391378967
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PSI,15,11.945479233545104,3.0040833256671124,0.9197758011681012
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PSI,30,11.696853683615846,3.0333004600331845,0.9109164041108456
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PSI,45,12.409782605194598,3.0207753424761425,0.9146933599425806
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PSI,60,15.683428081132595,2.964372585830808,0.9320971192515628
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PSI,75,23.207234060776265,2.861410150735684,0.9656368720614199
7-8-9-10,PHI_C7_C10,LOCAL_TYPE_12,7-10,C7-C10,0.10068600012073119,0.0991709998189032,1.2,PSI,90,36.77978373595889,2.7336522902952716,1.0107661305171887
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,-180,1.8361875979134048,3.253876556800819,-2.4837164929683992
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,-165,1.4130028718141248,3.259586758705809,-2.4793654743579197
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,-150,1.3982414847839755,3.26240224961268,-2.4772257532524997
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,-135,1.7201805587324959,3.2594316865777335,-2.4794834337193534
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,-120,2.1004462123625456,3.2507752351143013,-2.486086021239564
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,-105,2.282405294363951,3.2424983737183553,-2.4924320504567206
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,-90,2.191846518770847,3.238681268599267,-2.495369627312776
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,-75,1.9493375527533943,3.2402257312078904,-2.4941802024381574
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,-60,1.7582771045303314,3.2450388956921206,-2.4904807399806863
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,-45,1.7517423921353694,3.2490990868097405,-2.487368545643455
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,-30,1.8731815879809242,3.248811697391739,-2.487588577909179
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,-15,1.8830474967830666,3.2410756121767785,-2.493526173794374
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,0,1.53761834092137,3.228054581044755,-2.5035843314625086
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,15,0.8500053424677801,3.221551060030347,-2.5086384538425697
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,30,0.1979165005694423,3.2264578535014574,-2.5048233193063068
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,45,0.0,3.2395112962196126,-2.4947302636791138
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,60,0.32618472333560894,3.2547683625063075,-2.483035955279524
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,75,1.0408015037026501,3.270987773094038,-2.4707236562259935
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,90,2.0223598887749024,3.2822573463746765,-2.462240469698648
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,105,3.0480034924252344,3.2798357167102554,-2.4640584371449994
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,120,3.7373350122694022,3.2664205537876088,-2.474178305312891
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,135,3.8030037733710786,3.249870802745144,-2.486777893872845
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,150,3.292878201783699,3.2425493842128152,-2.4923928405091647
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,CHI,165,2.5316328285396272,3.246663942398851,-2.4892341842556456
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PHI,-180,12.297421019351964,4.140664207176544,-1.9517899703632853
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PHI,-165,12.017065696114134,4.1379513976317055,-1.9530695490611287
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PHI,-150,12.14534987811232,4.111093790017786,-1.9658288725576503
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PHI,-135,12.088672339648122,4.052420749282672,-1.9942911583502239
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PHI,-120,9.406090467076242,3.944433215488641,-2.048889264615994
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PHI,-105,5.389702277432289,3.7793913198068574,-2.1383620234970615
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PHI,-90,1.8840517384563273,3.571538380535303,-2.262808350108821
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PHI,-75,0.0,3.3447652911136583,-2.416225405017454
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PHI,-60,1.1679589391511374,3.1407127982776415,-2.573207863718519
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PHI,-45,5.348395421266241,3.0081933446354405,-2.686564972501405
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PHI,-30,12.61886348886727,2.9420351072792648,-2.74697839268248
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PHI,-15,24.120153734931876,2.94181833715279,-2.7471808058791356
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PHI,0,39.62646469177788,3.00447342230628,-2.689891283513428
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PHI,105,36.46525443667219,3.882576186925515,-2.0815320758996
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PHI,120,25.91194918747669,3.970122284603258,-2.0356317238769996
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PHI,135,18.085910819557824,4.0397933323004915,-2.00052483021631
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PHI,150,13.569233322541978,4.099961514489128,-1.9711665198926716
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PHI,165,12.21349737743903,4.139654717842088,-1.9522659306286876
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PSI,-105,32.011747071349355,3.0338731556960594,-2.6638249048204656
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PSI,-90,14.696882575166297,3.0217175350625114,-2.6745408121153957
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PSI,-75,4.330868332829533,3.0697677782255695,-2.6326769495511884
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PSI,-60,0.0,3.1858548024626105,-2.536746766978333
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PSI,-45,0.19638589416353,3.3430905316229063,-2.4174358408075025
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PSI,-30,3.0779934750218234,3.5066068701371687,-2.304708560014111
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PSI,-15,6.97513939178259,3.6652558268499145,-2.2049502823259144
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PSI,0,10.412722960962697,3.828758526226658,-2.1107904337268706
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PSI,15,11.945479233545104,4.028580701721008,-2.006092832335944
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PSI,30,11.696853683615846,4.127440350242485,-1.958043286981634
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PSI,45,12.409782605194598,4.127310934549511,-1.958104683259471
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PSI,60,15.683428081132595,4.098256116401536,-1.9719867769771173
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PSI,75,23.207234060776265,4.06907570990714,-1.986128410079117
