radius_bohr,sample,value_error,laplacian_error,passes
0.80000000000000000,0,0.0000000000000000,0.0000000000000000,true
0.80000000000000000,1,0.0000000000000000,0.0000000000000000,true
0.80000000000000000,2,0.0000000000000000,0.0000000000000000,true
0.80000000000000000,3,0.0000000000000000,0.0000000000000000,true
0.80000000000000000,4,0.0000000000000000,0.0000000000000000,true
0.80000000000000000,5,0.0000000000000000,0.0000000000000000,true
1.0000000000000000,0,0.0000000000000000,0.0000000000000000,true
1.0000000000000000,1,0.0000000000000000,0.0000000000000000,true
1.0000000000000000,2,0.0000000000000000,0.0000000000000000,true
1.0000000000000000,3,0.0000000000000000,0.0000000000000000,true
1.0000000000000000,4,0.0000000000000000,0.0000000000000000,true
1.0000000000000000,5,0.0000000000000000,0.0000000000000000,true
1.4000000000000000,0,0.0000000000000000,0.0000000000000000,true
1.4000000000000000,1,0.0000000000000000,0.0000000000000000,true
1.4000000000000000,2,0.0000000000000000,0.0000000000000000,true
1.4000000000000000,3,0.0000000000000000,0.0000000000000000,true
1.4000000000000000,4,0.0000000000000000,0.0000000000000000,true
1.4000000000000000,5,0.0000000000000000,0.0000000000000000,true
3.0000000000000000,0,0.0000000000000000,0.0000000000000000,true
3.0000000000000000,1,0.0000000000000000,0.0000000000000000,true
3.0000000000000000,2,0.0000000000000000,0.0000000000000000,true
3.0000000000000000,3,0.0000000000000000,0.0000000000000000,true
3.0000000000000000,4,0.0000000000000000,0.0000000000000000,true
3.0000000000000000,5,0.0000000000000000,0.0000000000000000,true
